,Date,Grup,Tweet,Paraula,Retweets,Likes
0,2022-12-13 10:26:23+00:00,Diaris,🔎 Científics aconsegueixen per primera vegada produir una reacció de fusió capaç de generar una producció neta d'energia    https://t.co/752v4vFCNR,Producció neta,4,8
1,2022-12-13 04:42:13+00:00,Diaris,🔎 Científics aconsegueixen per primera vegada produir una reacció de fusió capaç de generar una producció neta d'energia   https://t.co/wKGmYOZBGF,Producció neta,15,21
2,2022-12-12 21:59:47+00:00,Diaris,🔎 Científics aconsegueixen per primera vegada produir una reacció de fusió capaç de generar una producció neta d'energia  https://t.co/LpeqVkQQZQ,Producció neta,0,1
3,2022-12-22 20:49:44+00:00,Diaris,La meitat dels espanyols creu que la tecnologia de zero emissions és el camí més ràpid per aconseguir una aviació verda. https://t.co/Ok0r3mmN2q,Zero emissions,0,0
4,2022-11-17 19:07:48+00:00,Diaris,"🔌 Espanya se suma a la coalició 'Accelerating to Zero', destinada a promoure la compra de vehicles de zero emissions https://t.co/zaByEz2H4x",Zero emissions,0,0
5,2022-11-17 13:57:34+00:00,Diaris,"🔌 Espanya se suma a la coalició 'Accelerating to Zero', destinada a promoure la compra de vehicles de zero emissions https://t.co/RmKUflY8FO",Zero emissions,1,1
6,2022-11-17 10:03:59+00:00,Diaris,"🔌 Espanya se suma a la coalició 'Accelerating to Zero', destinada a promoure la compra de vehicles de zero emissions https://t.co/XOxQTSbRul",Zero emissions,0,2
7,2022-11-17 06:32:32+00:00,Diaris,"Espanya se suma a la coalició 'Accelerating to Zero', destinada a promoure la compra de vehicles de zero emissions https://t.co/VgWIeUzKLo",Zero emissions,0,2
8,2022-10-28 10:30:01+00:00,Diaris,"La indústria europea d'automòbils insta els responsables europeus a accelerar el desplegament de les condicions necessàries per fer possible la mobilitat de zero emissions el 2035: ""No hi ha temps per perdre"", ha dit el director general de BMW
https://t.co/BIeif6JpWa",Zero emissions,1,2
9,2022-09-09 03:30:30+00:00,Diaris,"L'empresa especialitzada en mobles, reformes i cuines, Decormobel de Payrà, fa un pas endavant en la seva estratègia d'emissions de residus zero https://t.co/p6E6ZAd11X",Zero emissions,0,0
10,2022-09-08 21:57:34+00:00,Diaris,Zero emissions el 2050 al Regne Unit gràcies al parc eòlic marí més gran del món https://t.co/l1Fqps31O9,Zero emissions,3,4
11,2022-09-04 18:30:00+00:00,Diaris,"La guerra a Ucraïna té conseqüències importants per al medi ambient. Entre altres coses, ha portat a cremar més carbó, per compensar la crisi energètica, i ha frenat la transició a emissions zero https://t.co/WZhTgrFoxf",Zero emissions,2,5
12,2022-04-02 19:29:47+00:00,Diaris,"🚗 La màgia del Golf GTE és que sense ser tan esportiu com el llegendari GTI, les seves prestacions són prou semblants

👉 A més, sí que es pot beneficiar dels privilegis i ajudes dels vehicles amb etiqueta de zero emissions

✍️ A l'@AraMotor l'analitzen https://t.co/YkcHxQBYn0",Zero emissions,0,1
13,2022-03-16 18:23:56+00:00,Diaris,"🚗 Ford anuncia set nous models elèctrics 

La marca incrementarà la presència de vehicles de zero emissions al mercat europeu

✍️ Per Ferran Vital
https://t.co/6LZqSALuKK",Zero emissions,0,1
14,2022-03-11 19:01:05+00:00,Diaris,"‼️ L’increment del preu de la gasolina i la consegüent inestabilitat que genera han fet créixer de manera consistent les vendes dels cotxes elèctrics

Més gent s’ha plantejat la compra d’un vehicle de zero emissions com una solució racional 👇
https://t.co/n1nofk0Prc",Zero emissions,1,2
15,2022-01-02 10:54:25+00:00,Diaris,"Dinamarca vol que tots els vols interns siguin zero emissions el 2030 

🔗 Segueix tota l’actualitat amb l’Última Hora del @diariara 👇
https://t.co/ErEvbL62c6",Zero emissions,2,6
16,2021-11-10 14:32:46+00:00,Diaris,"📌 Catalunya i Barcelona també han signat l'acord perquè tots els vehicles siguin d'emissions zero
https://t.co/ajAeWql9oI",Zero emissions,1,2
17,2021-11-06 10:45:00+00:00,Diaris,"🗣️ “Si tenim en compte que hi ha una necessitat imperiosa, que és real, de reduir les emissions de CO₂ a zero abans del 2050, tan sols hi ha una sortida: l’energia haurà de pujar de preu”

Entrevista a l'enginyer de telecomunicacions @mcoderch 
https://t.co/y7eiwARDt9",Zero emissions,2,7
18,2021-11-04 18:50:08+00:00,Diaris,"La #COP26,  ecoimpostures i #greenwashing, segons Linda Schnider i Maureen Santos 👇  

🗣️ ""Zero emissions netes no és zero emissions""

🔗 https://t.co/7wyVn1yjFx",Zero emissions,0,1
19,2021-11-01 12:50:00+00:00,Diaris,"Molts experts creuen que la COP26 no assolirà el seu objectiu i que el món no estarà en un bon curs per assolir les emissions netes zero el 2050 i l’objectiu de mantenir l’escalfament per sota d’1,5 °C.
https://t.co/HCBIONbtX8",Zero emissions,4,2
20,2021-11-01 09:46:00+00:00,Diaris,La dècada dels anys 20 és decisiva per aconseguir una reducció de les emissions que porti a assolir el compromís de zero emissions el 2050 https://t.co/eRbpJG7QPu #CimeraClimaTV3,Zero emissions,0,7
21,2021-10-21 10:33:33+00:00,Diaris,"🚗  Xiaomi ha anunciat que posarà a la venda un primer vehicle de zero emissions de cara a l’any 2024

👉 Encara no sabem si serà un SUV o una berlina, però ja han informat que serà un vehicle assequible https://t.co/0OK5Ixgxv0",Zero emissions,6,7
22,2021-09-06 21:01:14+00:00,Diaris,"🚗 Virante, el primer cotxe d’hidrogen català

Els cotxes de pila de combustible impulsats per hidrogen o FCEV (Full Cell Electric Vehicle) només emeten vapor d’aigua pel tub d’escapament, cosa que els fa ser considerats vehicles de zero emissions👇
 https://t.co/9VvV7RBUDo",Zero emissions,5,20
23,2021-08-29 11:05:00+00:00,Diaris,"L’ONU promou les zero emissions per al 2050, i la Unió Europea i els Estats Units s’hi ha compromès. Això implicaria aturar la crema de carbó, de petroli i de gas, i també la desforestació
https://t.co/OBAKUoezEF",Zero emissions,7,21
24,2021-08-22 13:50:25+00:00,Diaris,"🚘 Provem la versió híbrida endollable del Tarraco

És el SUV més gran de Seat amb etiqueta de zero emissions i autonomia de 48 quilòmetres en mode elèctric 👇  https://t.co/l4UfpPq6vX",Zero emissions,0,2
25,2021-08-16 16:19:34+00:00,Diaris,"'Com reduir les emissions netes a zero', l'article de @HMountford4 https://t.co/g9lYWKW2PY",Zero emissions,3,1
26,2021-08-10 17:30:20+00:00,Diaris,La catalana Cupra ha passat d’un 0% de vendes de cotxes electrificats i baixes emissions (etiqueta zero) a un 58% del total de cotxes venuts i ha protagonitzat així el salt més espectacular del mercat europeu. Una informació de @ferranvital https://t.co/wx8DLIPvk2,Zero emissions,2,11
27,2021-07-28 14:00:03+00:00,Diaris,"La marca alemanya prepara el seu salt definitiu a l’electrificació i convertirà la seva icona de luxe en un vehicle elèctric de zero emissions

🔗  Tots els detalls aquí 
https://t.co/04eHu3yeId",Zero emissions,0,1
28,2021-07-13 09:01:21+00:00,Diaris,Volvo prepara un totcamí de zero emissions basat en la nova plataforma modular SEA que estrenarà el grup Geely https://t.co/ncy2agyOLb,Zero emissions,1,1
29,2021-07-01 08:49:48+00:00,Diaris,Volvo presenta el prototip d'aquest model amb zero emissions https://t.co/7xlfCNZsHM,Zero emissions,0,1
30,2021-07-01 06:52:39+00:00,Diaris,"Filtrades les primeres imatges oficials del Renault 4L elèctric, el model de zero emissions assequible de la marca francesa https://t.co/1saNADGKAU",Zero emissions,1,2
31,2021-06-14 11:31:35+00:00,Diaris,"Durant els primers cinc mesos de l’any, Ford ha fabricat més Mustang Mach-e de zero emissions que no pas Mustang amb motor de gasolina https://t.co/zYtE8lDo0T",Zero emissions,0,1
32,2021-05-11 10:39:26+00:00,Diaris,"Mercedes-Benz Concept EQT, un furgoneta elèctrica de tall familiar. La marca de l’estrella presenta el seu prototip de zero emissions https://t.co/TsIwF4qqkJ",Zero emissions,0,1
33,2021-04-22 06:23:02+00:00,Diaris,"El fabricant de cotxes elèctrics català vol revolucionar el món dels esportius elèctrics d’altes prestacions de la mà de Millor Battery, una altra ‘start-up’ catalana especialitzada en els vehicles de zero emissions https://t.co/rk7tDdbu6D",Zero emissions,8,15
34,2021-01-29 12:30:23+00:00,Diaris,"La marca californiana presenta la darrera evolució del Model S, un prodigi tecnològic de zero emissions capaç de plantar cara a esportius que costen cinc o deu vegades més https://t.co/u8dCEsyNX4",Zero emissions,0,4
35,2021-01-23 18:31:00+00:00,Diaris,Els carrossers artesans d'Ares Design modifiquen un Tesla Model S i el converteixen en un model de zero emissions a cel obert https://t.co/6e1BW2Wrci,Zero emissions,2,12
36,2021-01-22 02:07:52+00:00,Diaris,El retorn dels EUA a l'Acord de París torna a posar el món camí de les zero emissions el 2050 https://t.co/SbG6cBZCb1,Zero emissions,4,13
37,2021-01-21 19:54:29+00:00,Diaris,El retorn dels EUA a l'Acord de París torna a posar el món camí de les zero emissions el 2050 https://t.co/LXueqxVm1f,Zero emissions,1,8
38,2020-12-10 21:20:18+00:00,Diaris,Aptera Motors presenta el seu model solar de zero emissions amb una estètica futurista https://t.co/TpuJ3wjiDy,Zero emissions,3,18
39,2020-12-09 23:26:10+00:00,Diaris,La Comissió Europea vol que l'any 2030 hi hagi 30 milions de cotxes de zero emissions a les carreteres europees https://t.co/M9r2ffBVyY,Zero emissions,0,5
40,2020-12-09 20:12:02+00:00,Diaris,30 milions de cotxes zero emissions a Europa el 2030 https://t.co/kuhMRQKJp1,Zero emissions,0,3
41,2020-12-07 17:32:18+00:00,Diaris,La marca britànica ha confirmat que tindrà una versió John Cooper Works en format elèctric i de zero emissions l’any vinent https://t.co/px0fqMjZ1A,Zero emissions,0,5
42,2020-11-11 08:13:29+00:00,Diaris,Yamaha està treballant en una TMAX de zero emissions https://t.co/Bg5pY2QEH0,Zero emissions,0,1
43,2020-11-04 12:50:13+00:00,Diaris,Seat i Volkswagen crearan la primera illa sostenible de zero emissions a Grècia https://t.co/02mdoJXs8R,Zero emissions,2,7
44,2020-07-04 18:26:00+00:00,Diaris,"Per poder sol·licitar els ajuts d'aquest pla, els turismes que es comprin no podran costar més de 45.000 euros en el cas d'emissions zero o 35.000 euros a la resta https://t.co/LBHM1tlJ4F",Zero emissions,0,2
45,2020-07-03 15:45:00+00:00,Diaris,"Per poder-se acollir al pla Renove aprovat al Consell de Ministres, els turismes que es comprin no podran costar més de 35.000 euros, o 45.000 euros en el cas d'emissions zero
https://t.co/I7RvM6y5AW",Zero emissions,1,5
46,2020-06-23 15:10:43+00:00,Diaris,"L’E-Ducato és la versió elèctrica de zero emissions de la furgoneta gran de Fiat, que arribarà als 120 CV de potència https://t.co/4a0G3CBZqI",Zero emissions,1,1
47,2020-06-16 06:06:00+00:00,Diaris,Les ajudes a particulars i autònoms per canviar de cotxe aniran dels 800 euros per un de combustió als 5.000 dels de zero emissions. Això inclou la part de subvenció a càrrec del sector https://t.co/PhsZKd1JeP,Zero emissions,0,16
48,2020-05-30 11:51:00+00:00,Diaris,"""En comptes de 40.000 milions de tones de CO2, com cada any, el 2020 n'emetrem 38.000 milions"": el director de Global Carbon Project recorda que per frenar el canvi climàtic les emissions haurien de ser zero 
https://t.co/SwFKTHWO12",Zero emissions,8,28
49,2020-03-05 13:35:00+00:00,Diaris,"La Comissió Europea presenta la proposta de llei del clima, que vol aconseguir que, l'any 2050, la UE sigui el primer lloc del món on les emissions contaminants siguin zero https://t.co/OAU2OkGKb6 https://t.co/1EAq9y6y6b",Zero emissions,9,18
50,2020-03-03 21:25:15+00:00,Diaris,"El futur 500e serà un cotxe atractiu, descapotable i de zero emissions  https://t.co/lohD16wroh",Zero emissions,1,2
51,2020-02-08 19:20:00+00:00,Diaris,Puja el preu de les zones d'aparcament blaves i verdes de Barcelona pels cotxes més contaminants. Els ECO i els de zero emissions continuen com fins ara https://t.co/ODoHSL1bDO,Zero emissions,4,3
52,2020-01-30 21:59:28+00:00,Diaris,General Motors recupera la seva mítica marca de vehicles totterreny en un format elèctric de zero emissions https://t.co/g6wmioelP5,Zero emissions,1,3
53,2020-01-20 19:49:02+00:00,Diaris,"La marca del rombe anuncia una versió totalment elèctrica i de zero emissions del Twingo, el seu cotxe urbà del segment A
 https://t.co/DMpJUyA03m",Zero emissions,0,3
54,2020-01-18 07:53:18+00:00,Diaris,"📌 La primera cimera catalana d’Acció Climàtica es proposa reduir les emissions a zero pel 2050
https://t.co/WjcSmZCiw7",Zero emissions,1,5
55,2019-12-11 13:05:07+00:00,Diaris,"🌱 Greta Thunberg acusa els polítics d'""enganyar"" amb promeses buides de zero emissions el 2050 https://t.co/IyvmXhy6Gg",Zero emissions,1,8
56,2019-12-02 18:22:31+00:00,Diaris,"Amb aquesta decisió, el grup presidit per Antoni Brufau es converteix en la primera companyia del seu sector a assumir l'objectiu de zero emissions netes en 2050, segons ha informat el grup. https://t.co/XUE1OGtFoa",Zero emissions,3,9
57,2019-11-26 21:02:00+00:00,Diaris,"Els vehicles amb distintiu d'emissions zero pagaran peatge a les autopistes de la Generalitat, però amb bonificacions https://t.co/3PNEnJIZwM",Zero emissions,9,16
58,2019-11-26 14:21:01+00:00,Diaris,"Els peatges ja no seran gratis per als vehicles de zero emissions però tindran rebaixa
https://t.co/3PNEnK0AVm https://t.co/clhEd65kzB",Zero emissions,6,5
59,2019-11-13 14:45:27+00:00,Diaris,Greta Thunberg ja té mitjà de transport zero emissions per assistir a la COP25 a Madrid: navegarà fins a Espanya amb el catamarà d'uns 'youtubers' australians https://t.co/XBpI1nTYro,Zero emissions,5,39
60,2019-11-12 21:19:26+00:00,Diaris,"La F1 anuncia un pla de zero emissions de carboni per al 2030: des del motor fins a la logística, el Mundial estudia com ser més sostenible https://t.co/HoEX1ZjGfp",Zero emissions,2,8
61,2019-11-04 10:16:36+00:00,Diaris,"Toyota presenta la segona generació del Mirai, un cotxe amb pila de combustible i zero emissions que ara vol ser esportiu i seductor
 https://t.co/6oMgzzzIyU",Zero emissions,3,0
62,2019-10-31 17:13:52+00:00,Diaris,Hyundai presenta un camió d’hidrogen de zero emissions. El flamant HDC-6 Neptune és un camió de mercaderies impulsat per una cèl·lula de combustible d’hidrogen https://t.co/7wI81QxUvR,Zero emissions,8,18
63,2019-10-25 14:50:00+00:00,Diaris,"A partir del gener, aparcar a la zona blava i verda de Barcelona podria costar més per a tots els vehicles, excepte els que tinguin el distintiu ECO o emissions zero
https://t.co/RJtKlyBl2g",Zero emissions,8,4
64,2019-09-24 08:00:00+00:00,Diaris,"Cimera pel clima de l'ONU: 77 països acorden reduir les emissions a zero el 2050
https://t.co/GA55iKrPMH https://t.co/9er5sBSutK",Zero emissions,1,12
65,2019-08-18 05:02:05+00:00,Diaris,BMW és la marca amb més cotxes de zero emissions del mercat https://t.co/Te0JrRvFIF,Zero emissions,1,6
66,2019-06-21 07:04:00+00:00,Diaris,"Veto dels estats del carbó a l'objectiu d'emissions zero per al 2050: socialistes, liberals i verds bloquegen el candidat popular a la Comissió Europea https://t.co/duEeDXZ6p5",Zero emissions,3,1
67,2019-06-21 05:24:00+00:00,Diaris,"Veto dels estats del carbó a l'objectiu d'emissions zero per al 2050: socialistes, liberals i verds bloquegen el candidat popular a la Comissió Europea https://t.co/duEeDXHvxx",Zero emissions,3,2
68,2019-06-20 20:44:28+00:00,Diaris,"Veto dels estats del carbó a l'objectiu d'emissions zero per al 2050. Socialistes, liberals i verds bloquegen el candidat popular a la Comissió Europea https://t.co/duEeDXZ6p5",Zero emissions,2,3
69,2019-05-28 07:42:26+00:00,Diaris,Grimaldi inaugura a Barcelona el primer vaixell d'emissions zero https://t.co/n7rFQ4iRhT,Zero emissions,5,11
70,2019-05-14 21:41:06+00:00,Diaris,"DIRECTE 📡 | Solé: ""Hem d'arribar al 2050 amb una economia d'emissions zero"".
López: ""Hem de fer una transició ecològica justa"".
González Pons: ""La lluita contra el canvi climàtic és una lluita transversal""
#DebatTV3CatRàdio 
https://t.co/IQfUfVpNO2 https://t.co/zeoCjGjnfT",Zero emissions,0,2
71,2019-04-23 05:10:00+00:00,Diaris,"L'objectiu d'Extinction Rebellion és que el govern britànic adopti mesures dràstiques per reduir a zero les emissions de diòxid de carboni l'any 2025
https://t.co/wE0OtJOEML",Zero emissions,9,18
72,2019-03-06 19:53:41+00:00,Diaris,"Nou Kia e-Soul: la marca coreana presenta la segona generació elèctrica del Soul, un vehicle de zero emissions a un preu raonable https://t.co/BPkVr0OxYa",Zero emissions,0,1
73,2019-02-22 16:21:00+00:00,Diaris,"El consell de ministres aprova emissions zero de CO2 pels cotxes a partir del 2040
https://t.co/LFz0bqLVSV https://t.co/AorN7PV6pB",Zero emissions,3,8
74,2018-11-29 07:22:00+00:00,Diaris,"La Unió Europea vol reduir les emissions de CO2 procedents de combustibles fòssils -petroli, gas i carbó- el 45% el 2030, i que el 2050 siguin zero
https://t.co/4I0zs2FG0a",Zero emissions,6,4
75,2018-05-02 17:29:09+00:00,Diaris,"'La independència té molts vessants, però cap no et fa més lliure que l’energètic' 

Entrevista a Paul Allen, coordinador del projecte Zero Carbon Britain, que en vint anys vol reduir a zero les emissions del Regne Unit https://t.co/8zLHt3mcFj",Zero emissions,7,14
76,2017-07-21 11:08:00+00:00,Diaris,En quedaran exempts els vehicles ecològics i de zero emissions https://t.co/TLble31OZM,Zero emissions,2,0
77,2022-06-27 19:42:24+00:00,Diaris,"‼️ La Generalitat destinarà 45,5 milions d'euros a la formació de treballadors i autònoms en temes d'economia verda i digitalització

👉 El gruix del paquet s'abonarà aquest 2022, concretament 38,5 milions d'euros
https://t.co/FmAaTU8wsU",Economia verda,0,2
78,2022-06-27 14:58:34+00:00,Diaris,"‼️ La Generalitat destinarà 45,5 milions d'euros a la formació de treballadors i autònoms en temes d'economia verda i digitalització

👉 Les ajudes consistiran en pagaments de 5.000 € a empreses i cooperatives amb una plantilla d'entre un i cinc empleats
https://t.co/qfvMdlkH4v",Economia verda,0,0
79,2022-03-23 10:04:44+00:00,Diaris,"🔊 #ENDirecte | 🔴 La Comissió Europea ha donat llum verda a un marc temporal de crisi per permetre als Estats membres concedir ajuts estatals de suport a l'economia pels efectes de la guerra de Rússia a Ucraïna

https://t.co/om1QYIICI1",Economia verda,0,0
80,2022-02-17 03:01:42+00:00,Diaris,"👉 Les ajudes europees per al vehicle elèctric estan a punt d’arribar

El conseller d’Economia, Jaume Giró, ha dit que l’arribada dels fons europeus dedicats al sector de l'automoció verda arribaran “potser abans d’acabar el mes de febrer”
https://t.co/RBMJ4PXjDb",Economia verda,1,1
81,2021-09-29 19:10:00+00:00,Diaris,"“Economia verda, bla-bla-bla”: l’activista sueca Greta Thunberg critica els discursos dels líders mundials en la cimera climàtica de Milà prèvia a la COP26 de l’ONU a Glasgow
https://t.co/fsdHfLW0HQ",Economia verda,9,34
82,2021-09-22 19:00:01+00:00,Diaris,"📝  ""Una economia 'verda' sota el capitalisme és capitalisme adjectivat per amagar-ne la naturalesa genuïnament depredadora.""

Mail obert de @julidejdarmuoz

https://t.co/pv5FiHnvTc",Economia verda,5,4
83,2021-09-22 09:52:30+00:00,Diaris,"📝 ""Una economia 'verda' sota el capitalisme és capitalisme adjectivat per amagar-ne la naturalesa genuïnament depredadora.""

Mail obert de @julidejdarmuoz 
https://t.co/pv5FiHnvTc",Economia verda,7,8
84,2021-05-23 21:46:05+00:00,Diaris,"'Del petroli a l’economia verda', article de Mariana Mazzucato
 https://t.co/EAdjftmdkj",Economia verda,2,4
85,2021-05-20 14:19:06+00:00,Diaris,"🔴 Pere Aragonès: ""Una transformació verda per posar fre i començar a revertir la crisi climàtica. Afrontant la transformació del model energètic, apostant per l’economia verda i promovent un canvi cultural sobre com produïm i consumim com a societat"" 
https://t.co/UlR5O5Xe36 https://t.co/lAmoLVgwXI",Economia verda,4,10
86,2020-10-08 11:38:00+00:00,Diaris,A què es poden destinar les ajudes del pla de recuperació econòmica de la UE? Economia verda i transició digital són les premisses d’uns fons amb diversos condicionants https://t.co/YbDVnrbUYl,Economia verda,1,4
87,2020-06-05 14:14:32+00:00,Diaris,La Cambra veu la crisi pel coronavirus com una oportunitat per l'economia verda https://t.co/f40Jt7mheT,Economia verda,1,5
88,2020-02-19 11:22:31+00:00,Diaris,Quants llocs de treball crearà l'economia verda? https://t.co/f6yRhobtbM,Economia verda,1,3
89,2019-10-25 11:35:00+00:00,Diaris,"Els avantatges dels estímuls a l’economia verda d’Alemanya per a empreses catalanes
https://t.co/hlc0udzO0D",Economia verda,11,21
90,2019-10-24 20:24:00+00:00,Diaris,"Les mesures d’ajuda a l’economia verda de Merkel poden beneficiar algunes empreses catalanes
https://t.co/hlc0udzO0D",Economia verda,12,38
91,2019-10-24 18:05:00+00:00,Diaris,"AEInnova, una empresa de Terrassa que desenvolupa una tecnologia per recuperar calor industrial, es pot beneficiar de les ajudes d’Alemanya a l’economia verda
https://t.co/hlc0udid95",Economia verda,7,27
92,2019-10-24 17:33:52+00:00,Diaris,"Empreses catalanes podrien beneficiar-se dels estímuls d'Alemanya a l'economia verda
https://t.co/hlc0udid95 https://t.co/Mr4vH3LVaf",Economia verda,13,28
93,2019-05-29 12:12:09+00:00,Diaris,"L'ICF rebaixa un 6,8% el volum de finançament a empreses el 2018. L'entitat fa un gir cap a l'economia social i verda 
https://t.co/AW1TLDdP0D",Economia verda,0,1
94,2019-05-14 21:43:44+00:00,Diaris,"Javi López (PSC): ""Hem d'apostar per l'economia verda i les energies renovables i hem de fer una transició ecològica justa""
https://t.co/FHB0yLOCI0
#DebatTV3CatRàdio https://t.co/wbKHR5HXMw",Economia verda,0,6
95,2019-03-31 16:05:11+00:00,Diaris,"'La Catalunya del futur: capital humà i economia verda', l'article de @junqueras i @perearagones https://t.co/Z1BG5nnRxN",Economia verda,2,3
96,2019-01-17 22:00:00+00:00,Diaris,"🔊 @MeteoMauri estrena GREEN, el nou espai d'economia verda i sostenibilitat! Cada 15 dies, al dial digital #MésCatRàdio, amb Francesc Mauri 

https://t.co/UxIlAF7mLt",Economia verda,4,6
97,2019-01-17 06:24:00+00:00,Diaris,"ESTRENA | ""Green @MeteoMauri"", el nou espai d'economia verda i sostenibilitat. Avui, al dial digital #MesCatRàdio [19.00 h] https://t.co/mkpI9HIVNH",Economia verda,14,31
98,2018-12-12 06:25:00+00:00,Diaris,La comissió d'economia del Congrés dona llum verda a una nova llei hipotecària que serà vigent el març https://t.co/ndaTIkjeC5,Economia verda,3,1
99,2018-10-02 15:13:14+00:00,Diaris,"📡 | Quim Torra: ""Volem una societat competitiva que camini cap a una economia verda i circular. El que tenim molt clar es que volem ser presents al món amb veu pròpia. Volem exportar cultura, pau i drets humans""  
https://t.co/nhRxCH3cKL https://t.co/XeAl0zsIxF",Economia verda,3,2
100,2018-05-10 09:32:26+00:00,Diaris,"Neix l'observatori 'Catalunya Circular', un ""node de referència"" en economia verda https://t.co/5Lj4aIvyTP",Economia verda,8,9
101,2017-12-17 22:11:47+00:00,Diaris,"Iceta, a La Sexta: ""Fem una política d'estímul econòmic, a favor de l'economia verda i sostenible i, sens dubte, s'ha de generar confiança perquè les inversions es produeixin"" https://t.co/5QLhboaoRw",Economia verda,7,5
102,2014-10-18 11:42:46+00:00,Diaris,Manresa es converteix en la capital de l'economia verda amb motiu de la 16a fira Ecoviure http://t.co/Iio0szZAXe,Economia verda,5,1
103,2012-10-13 08:31:59+00:00,Diaris,"Entrevista a Ricard Fernández: ""Els nínxols d'ocupació són a l'economia verda i a l'atenció a les persones"" http://t.co/bHOZOsIH",Economia verda,11,0
104,2014-12-29 17:20:16+00:00,Diaris,"""El 9-N ha estat un punt d'inflexió en un triple sentit"": el balanç de l'any de @soler_toni http://t.co/8jyVrfYHbD http://t.co/hc83cmF3sn",Triple balanç,5,4
105,2022-12-28 14:00:30+00:00,Diaris,"Són moltes les comarques que encara suspenen en matèria de reciclatge. És el cas de la Cerdanya, on només es reciclen el 28% dels residus https://t.co/7KvvayxZkQ",Reciclatge,4,3
106,2022-12-28 12:26:00+00:00,Diaris,L'aplicació de nous sistemes de recollida selectiva a la Conca de Barberà fa que el seu índex de reciclatge s'enfili per sobre del 80% https://t.co/nwO7RLrm3x,Reciclatge,0,9
107,2022-12-28 06:25:00+00:00,Diaris,"Per complir amb els objectius europeus de reciclatge, el 2025 hauríem d'estar al 55% de recollida selectiva, i a hores d'ara estem, en el conjunt de Catalunya, al 47% https://t.co/7KvvayxZkQ",Reciclatge,3,8
108,2022-12-23 04:30:30+00:00,Diaris,"♻️ L'Agència de Residus de Catalunya recupera la famosa campanya de reciclatge ""Envàs on vas?"" per a l'anunci de la recollida selectiva d'enguany https://t.co/sWwM4HL7xC",Reciclatge,0,0
109,2022-12-10 09:46:41+00:00,Diaris,"Un tren que funciona amb ramen o ciment de col: el reciclatge es reinventa al Japó
https://t.co/5UJnlFItnV https://t.co/mxpxUSZjSp",Reciclatge,10,96
110,2022-11-20 10:22:42+00:00,Diaris,🍃 Espanya tindrà a Almazán (Castella i Lleó) la primera planta de desmantellament i reciclatge complet d’aerogeneradors https://t.co/Rmi499E6xx,Reciclatge,0,1
111,2022-11-01 14:59:46+00:00,Diaris,"♻️ El contenidor marró, el de les restes orgàniques, ha estat l'últim que ha aparegut a les nostres vides. Però el model de reciclatge actual té una alternativa que comença a treure el cap fins i tot a les grans ciutats: el compostatge comunitari https://t.co/j3468wDd2P",Reciclatge,3,3
112,2022-10-16 13:45:00+00:00,Diaris,"📝 ""Antònia Font han demostrat que la banda és viva, creix, es renova, innova, i sobretot es resisteix a deixar-se endur pel reciclatge fàcil de la glòria passada.""

Crònica d'@otbouc del concert de la banda mallorquina que ahir va omplir el Sant Jordi

https://t.co/dxXAcuWWGp",Reciclatge,1,6
113,2022-10-14 18:25:00+00:00,Diaris,"📝“El reciclatge flatulent dels consellers d’Aragonès vol dir que la restitució de l’ordre autonòmic no es pot fer amb saba nova”

Bots i barrals d'@otbouc

https://t.co/yZMUcO14x2",Reciclatge,11,8
114,2022-10-14 08:35:00+00:00,Diaris,"📝“El reciclatge flatulent dels consellers d’Aragonès vol dir que la restitució de l’ordre autonòmic no es pot fer amb saba nova”

Bots i barrals d'@otbouc

https://t.co/1l74TJ1XhF",Reciclatge,5,10
115,2022-10-14 07:15:00+00:00,Diaris,"📝“El reciclatge flatulent dels consellers d’Aragonès vol dir que la restitució de l’ordre autonòmic no es pot fer amb saba nova”

Bots i barrals d'@otbouc 
https://t.co/yZMUcNJt8s",Reciclatge,12,23
116,2022-10-13 18:30:00+00:00,Diaris,"📝“El reciclatge flatulent dels consellers d’Aragonès vol dir que la restitució de l’ordre autonòmic no es pot fer amb saba nova”

Bots i barrals d'@otbouc

https://t.co/yZMUcNJt8s",Reciclatge,110,192
117,2022-09-16 15:00:04+00:00,Diaris,"🔊 Reciclatge de rècord: el percentatge de residus separats s'ha incrementat un 3,1% respecte del 2020. Tot i això, la xifra continua per sota del 50% que marcava l'objectiu europeu per al 2020
https://t.co/Nm2pSDkf95",Reciclatge,0,3
118,2022-08-15 11:08:32+00:00,Diaris,"♻️ Catalunya va registrar el rècord de recollida selectiva el 2021, però segueix per sota del 50% de reciclatge que marca la UE https://t.co/rIhvMIsj7W",Reciclatge,0,0
119,2022-08-14 19:07:00+00:00,Diaris,"♻️ Gairebé el 47% dels municipis catalans compleixen amb els objectius de reciclatge de la UE
 https://t.co/j31t3aWykQ",Reciclatge,0,3
120,2022-08-14 16:53:32+00:00,Diaris,"♻️ Catalunya va registrar el rècord de recollida selectiva el 2021, però segueix per sota del 50% de reciclatge que marca la UE https://t.co/yPSsZEmHrS",Reciclatge,2,3
121,2022-08-14 12:52:10+00:00,Diaris,"📊 Catalunya va registrar el rècord de recollida selectiva el 2021, però segueix per sota del 50% de reciclatge que marca la UE https://t.co/quX8nsQmYz",Reciclatge,1,1
