,Date,Grup,Tweet,Paraula,Retweets,Likes
319,2022-09-29 12:28:30+00:00,Diaris,"L’Ajuntament de Barcelona respon als col·lectius pel decreixement turístic després de la manifestació del passat dimarts, per @jordi_palmer https://t.co/UuE20su0w2","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,2
320,2022-09-28 06:36:00+00:00,Diaris,🔴 La concentració pel decreixement turístic ha tingut lloc en diverses ciutats del sud d’Europa https://t.co/ySyggEXYcC,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",3,2
321,2022-09-27 20:16:30+00:00,Diaris,🔴 La concentració pel decreixement turístic ha tingut lloc en diverses ciutats del sud d’Europa https://t.co/PotJQFb4Q3,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,3
322,2022-09-27 18:44:30+00:00,Diaris,"La concentració pel decreixement turístic ha tingut lloc en diverses ciutats del sud d’Europa, per @jordi_palmer https://t.co/stysEW5zwj","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,1
323,2022-09-19 09:23:03+00:00,Diaris,"‼ La cap de llista vol frenar el ""viratge a la dreta"" i “construir un model enfocat en el decreixement del turisme”

✍🏼 @nicolastomas

https://t.co/bKciacH9yb https://t.co/Zi04b8yjWy","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,1
324,2022-06-09 09:00:02+00:00,Diaris,"🔊 ""Si no s'actua aviat, el Delta de l'Ebre desapareixerà"". Els arrossaires denuncien la falta de solucions per aturar el decreixement de la sorra a les platges
https://t.co/I3LgfZKvUT","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,1
325,2022-06-05 19:38:02+00:00,Diaris,".@JordiDuro dibuixa sobre el creixement i el decreixement

'De fit a fit'👇
https://t.co/EVGhOS04h5","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,3
326,2022-05-05 19:43:24+00:00,Diaris,"Sánchez Llibre acusa Colau de fer propostes ""populistes"" i de decreixement https://t.co/kWgYAVq29A","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,1
327,2022-05-05 12:00:30+00:00,Diaris,"Sánchez Llibre acusa Colau de fer propostes ""populistes"" i de decreixement https://t.co/7DcPzow0kQ","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,0
328,2022-03-31 21:13:33+00:00,Diaris,"🗣️ 'Decreixement o un altre creixement?'

✍️ L'article de Joan Majó

https://t.co/aDGwBiS32o","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,10
329,2022-03-21 20:25:36+00:00,Diaris,"🗣️ ""En tot aquest procés hi ha un clar guanyador: la Xina""

👉 El diagnòstic d'ara és l'estagflació: creixement zero i preus alts 

✍️ Per Xavier Freixas
https://t.co/8OTMhxbQ5Q","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,3
330,2022-03-19 16:43:14+00:00,Diaris,"🗣️ ""Els bancs centrals poden combatre la inflació, però apujant els tipus, fet que encareix el pagament del deute públic, que està en nivells excepcionalment alts""

👉 El diagnòstic d'ara és l'estagflació: creixement zero i preus alts https://t.co/B6IaTeUQkg","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,1
331,2022-03-18 01:47:43+00:00,Diaris,"🗣️ ""Les turbulències econòmiques són el cost d'aquesta guerra. El benefici és la democràcia i la llibertat ”

👉 El diagnòstic d'ara és l'estagflació: creixement zero i preus alts https://t.co/nvSWeShdfJ","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,0
332,2022-02-11 22:27:10+00:00,Diaris,"🗣️ “El decreixement de Colau vol dir una ciutat sense oportunitats, empobrida” 

El periodista @antonibassas entrevista la candidata de Junts a Barcelona, Elsa Artadi 👇
https://t.co/uBFYsNX5y1","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,4
333,2021-11-06 13:45:00+00:00,Diaris,"🗣️ ""El discurs de decreixement i contenció no ven, però és la nostra realitat i no tenim més armes per a fer front a un problema que és complex i històric”

Entrevista a @mcoderch, expert en qüestions energètiques, sostenibilitat i creixement econòmic 
https://t.co/y7eiwB9ekH","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,5
334,2021-10-17 08:30:00+00:00,Diaris,"🗨️ ""El Cercle d’Economia va apostar per l’espanyolisme de Colau contra els independentistes i resulta que els independentistes no fan la independència, però Colau sí que aplica un model econòmic de decreixement que afecta el país""

✍️ @jordibarbeta 
https://t.co/irj66udDwM","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",11,30
335,2021-10-14 13:54:44+00:00,Diaris,"‼️ El Cercle d'Economia repeteix el seu missatge sobre el projecte d'ampliació de l'aeroport del Prat: fer apologia de les teories del decreixement és una ""irresponsabilitat""

🔗 Tot el que ha dit, aquí  https://t.co/qhS9I0riLi","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,3
336,2021-06-17 10:02:12+00:00,Diaris,"🔴 Cabezas: ""Anem cap a una tendència de decreixement lent, però mantingut. Estem notant els efectes de les vacunes d'una manera claríssima amb els ingressos a la UCI i les morts en les persones amb més risc"" https://t.co/GzWM1iA7A3 https://t.co/1x0MhKKgRc","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,4
337,2021-05-10 12:45:00+00:00,Diaris,"🔊 Consumir menys i augmentar el benestar de les persones. És el que es coneix com a decreixement econòmic. Una utopia o la salvació del capitalisme?
https://t.co/71G0vdBFOu","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,3
338,2020-12-27 03:23:30+00:00,Diaris,Laboratoris Ferrer es prepara per a un 2021 de decreixement: l’empresa reduirà la producció i espera una caiguda de la facturació enguany https://t.co/r5DZNfdCdy,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,2
339,2020-11-05 23:30:00+00:00,Diaris,"💬""La segona onada de la pandèmia ha constatat un decreixement de l'economia espanyola molt allunyat dels càlculs que es feien a l'inici de l'estiu, quan es va intentar tant sí com no salvar la temporada estival"", l'editorial de @joseantich https://t.co/jjISH2dR4Q","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",8,6
340,2020-07-05 20:23:46+00:00,Diaris,"📊Pel que fa a la resta de districtes, els positius s'hi mantenen estables, com observem amb Les Corts o, fins i tot, a Nou Barris i Horta-Guinardó hi ha un lleuger decreixement. 📲Consulta els casos al teu districte aquí https://t.co/xBjFn8YbF2 https://t.co/fjitr9LhTu","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",3,4
341,2020-04-06 11:38:50+00:00,Diaris,"🔴 Alba Vergés, consellera de Salut: “Estem veient un decreixement de persones que van a urgències. Això es així perquè l’atenció primària fa un seguiment de la  gent que pot estar a casa” https://t.co/hbrFVo0pAk https://t.co/Lmuh4XtW9h","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",5,22
342,2020-04-06 11:35:30+00:00,Diaris,"Vergés: ""Estem veient un decreixement de persones que arriben a Urgències"" https://t.co/pinwh7PaAs","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,2
343,2020-03-31 10:30:00+00:00,Diaris,".@TafallaMarta: 'A l’hora d’organitzar un decreixement, hauríem de tenir molt en compte que els que més han de decréixer són els que més tenen.'

Entrevista d'@annazaera
https://t.co/6xeu0yYow3","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",3,8
344,2020-03-28 23:45:49+00:00,Diaris,La teoria del decreixement es posa a prova https://t.co/ke0HNyNzmQ,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",9,15
345,2020-03-26 11:54:31+00:00,Diaris,"🔴 Simón, sobre les persones que han passat el virus sense saber-ho: “D’aquí a uns dies, quan tinguem els tests i el procediment, farem enquestes i estudis. Permetran centrar les mesures de decreixement perquè sabrem el nivell d’immunitat de la població” https://t.co/7iSD99ncZe https://t.co/BTWK5twUPD","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,8
346,2019-12-27 16:56:38+00:00,Diaris,"Any 2009, les misèries de la crisi econòmica. El decreixement mundial arran de la caiguda de Lehman Brothers, a finals del 2008, reclama la reinvenció del capitalisme. Albert Closas, director de “Valor afegit”, creu que no s'han fet els deures https://t.co/n004ya2Nxp #Món20XXI https://t.co/kgOWeTTGMB","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,0
347,2019-12-08 06:51:05+00:00,Diaris,Associacions de veïns de diferents barris pressionen Colau per aplicar polítiques de decreixement https://t.co/uxkca99LNR,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,16
348,2019-09-17 11:37:00+00:00,Diaris,"""Reduir les hores de treball és una proposta clau per al decreixement econòmic”, diu l'economista i ecòleg de l’ICTA-UAB, Giorgos Kallis #CoveringClimateNow
#CrisiClimàtica 
https://t.co/lJpMw5U88L","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",5,11
349,2019-09-17 06:20:00+00:00,Diaris,"El decreixement econòmic aposta per treballar i consumir menys i augmentar el benestar de les persones  #CoveringClimateNow
#CrisiClimàtica 
https://t.co/lJpMw5U88L","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",17,33
350,2019-09-16 22:11:03+00:00,Diaris,"El decreixement econòmic, una fórmula radical per afrontar la crisi climàtica #CoveringClimateNow
#CrisiClimàtica 
https://t.co/lJpMw5U88L https://t.co/vgbhkl7O5o","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",10,23
351,2019-05-21 21:09:17+00:00,Diaris,"DIRECTE 📡 | Saliente: ""Celebrem que les expropiacions estiguin sobre la taula"". ""Cal apostar pel decreixement turístic, s'ha de tractar juntament amb l'habitatge"".
Segueix el #DebatTV3CatRàdio 👇
https://t.co/3usm2EIgz6 https://t.co/Zk08I1DIWf","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",3,2
352,2019-05-21 21:08:22+00:00,Diaris,"Saliente insisteix en apostar pel ""decreixement turístic"" per tal de frenar els pisos turístics #DebatTV3CatRàdio https://t.co/JWv1FhDBiV","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,5
353,2019-05-20 10:30:25+00:00,Diaris,La CUP es queda sola defensant el decreixement turístic a Barcelona https://t.co/mdtfhwaTiD,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",46,28
354,2018-10-20 18:38:26+00:00,Diaris,"Tres propostes de @guillempujol per a afrontar l'inevitable esfondrament de l'Estat del Benestar: decreixement, robotització, renda bàsica universal https://t.co/941FvF1Z7Z","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",4,2
355,2017-10-14 10:45:04+00:00,Diaris,Santamaría acusa el govern català de causar un decreixement de l’economia espanyola https://t.co/ob471N94Vv,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",81,71
356,2017-10-13 12:35:09+00:00,Diaris,Santamaría acusa el govern català de provocar un decreixement de l’economia espanyola https://t.co/ob471N94Vv,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",73,67
357,2017-01-15 10:59:00+00:00,Diaris,"El mapa de la construcció d'hotels que vol l'ajuntament de Barcelona. En vermell, les zones de ""decreixement"" https://t.co/XTVFtWpReM https://t.co/cuaPwApi2M","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",7,3
358,2016-06-02 16:39:03+00:00,Diaris,"'Creixement o decreixement?', article de Joan Majó https://t.co/FijlXTgbTU https://t.co/sZ6KRddmwH","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",3,3
359,2016-04-18 17:36:00+00:00,Diaris,"'Creixement zero?', article de Carles Boix sobre la nova revolució tecnològica https://t.co/4JZfkclqw6 https://t.co/ERRbaHJxJn","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",1,1
360,2015-04-08 06:35:09+00:00,Diaris,Serge Latouche parla a Vic del decreixement com a solució a la crisi http://t.co/dkoUODgypt,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",6,1
361,2013-12-01 10:12:49+00:00,Diaris,Tot sembrant decreixement http://t.co/FyMNPt3lh1,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",2,0
362,2013-07-09 13:31:49+00:00,Diaris,L'FMI preveu una forta recessió per a Espanya aquest any i un creixement zero per al 2014 http://t.co/AqEavpkQAr,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",18,1
363,2010-11-23 08:06:01+00:00,Diaris,"Viure millor amb menys? L'economista Serge Latouche exposa la filosofia del ""decreixement"" a @maticatradio ( 9.20 h.) http://bit.ly/9BCoNt","""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,0
364,2008-03-21 08:42:10+00:00,Diaris,L'OCDE preveu que l'economia dels EUA tindrà un creixement zero en el segon trimestre de l'any: L'Organitz.. http://tinyurl.com/2gk2dq,"""decreixement"" OR ""Creixement zero"" OR ""zero creixement""",0,0
365,2022-01-31 09:28:01+00:00,Diaris,"📡 #ENDIRECTE | Des del @palaurobert, Marta Angerri, Directora de Finançament Europeu i Afers Públics, Sostenibilitat i RSC del Grup Ametller Origen: ""Això acaba d'arrencar, però cada vegada agafarà més ritme. 

🎥 @marcortin

https://t.co/vjr1vVeQIp https://t.co/FCPrhe0sm7","""Responsabilitat Social Corporativa"" OR ""RSC",2,4
366,2022-01-31 08:45:42+00:00,Diaris,"Marta Angerri, Directora de Finançament Europeu i Afers Públics, Sostenibilitat i RSC del Grup Ametller Origen i Josep M. Martorell, Director associat de Barcelona Supercomputing Center. Presenta el periodista @XFreixes

📸 @SergiAlcazar

https://t.co/0KanBbDqeB https://t.co/oaEercttI1","""Responsabilitat Social Corporativa"" OR ""RSC",0,0
367,2019-07-04 16:43:41+00:00,Diaris,"🔊 El director de Responsabilitat Social Corporativa de la SAREB explica al @Catmigdia per què no cedirà més pisos buits a la Generalitat #HabitatgeCatràdio 
https://t.co/24EHpJBZ3D","""Responsabilitat Social Corporativa"" OR ""RSC",3,2
368,2019-05-24 11:30:00+00:00,Diaris,"📌Un informe constata que el lideratge femení podria promoure la integració de la sostenibilitat en les empreses. 
➡️ Des de @bsm_upf responen si el lideratge femení tindrà conseqüències directes sobre la responsabilitat social corporativa de les empreses
 https://t.co/OMaHMMfCNT","""Responsabilitat Social Corporativa"" OR ""RSC",2,1
369,2017-01-22 19:16:38+00:00,Diaris,"'Responsabilitat social corporativa', l'article de Xavier Marcé https://t.co/tkgW2QcRNZ https://t.co/Y2kltdRRlQ","""Responsabilitat Social Corporativa"" OR ""RSC",5,4
370,2016-11-17 09:05:34+00:00,Diaris,"""Inundar de publicitat els media amb la responsabilitat social corporativa és una mostra de fariseisme"" @JoanQueralt https://t.co/SNbMuXPrN6","""Responsabilitat Social Corporativa"" OR ""RSC",2,3
371,2022-12-28 09:36:13+00:00,Diaris,🛥️ El pla d’usos promourà l’economia blava i una nova relació amb el mar més propera a la ciutadania   https://t.co/2CArilegQ5,Economia blava,0,0
372,2022-12-28 04:44:53+00:00,Diaris,🛥️ El pla d’usos promourà l’economia blava i una nova relació amb el mar més propera a la ciutadania  https://t.co/sW7QamMCAv,Economia blava,0,0
373,2022-11-13 19:00:39+00:00,Diaris,"👉 L'Economia Blava a Barcelona representa un 4'3% del PIB de la ciutat i l'1,4% de la seva ocupació. 

✍️ T'ho explica la @casasnuria 

https://t.co/hYLSkfjdDg",Economia blava,0,1
374,2022-11-13 13:53:29+00:00,Diaris,"👉 L'Economia Blava a Barcelona representa un 4'3% del PIB de la ciutat i l'1,4% de la seva ocupació. 

✍️ T'ho explica la @casasnuria 

https://t.co/uhYfw84dtp",Economia blava,0,1
375,2022-11-13 09:19:48+00:00,Diaris,"Saps què és l'economia blava? A Barcelona ja representa el 4,3% del PIB. Per @casasnuria https://t.co/j1t8pv1Xhx",Economia blava,1,0
376,2022-11-13 04:30:41+00:00,Diaris,"Saps què és l'economia blava? A Barcelona ja representa el 4,3% del PIB. Per @casasnuria https://t.co/zyTSdn4v3d",Economia blava,0,1
377,2022-10-22 21:30:00+00:00,Diaris,"🔊 Què és l'economia blava i com s'està implementant a Barcelona?
https://t.co/j8y5vPB1aU",Economia blava,0,0
378,2022-01-08 18:53:06+00:00,Diaris,"A l’abril començaran les obres de reconversió dels vells locals d’oci nocturn del Port Olímpic en espais d’economia blava, per @jordi_palmer https://t.co/ISGLLMvLQT",Economia blava,2,2
379,2022-01-08 08:46:30+00:00,Diaris,"A l’abril començaran les obres de reconversió dels vells locals d’oci nocturn del Port Olímpic en espais d’economia blava, per @jordi_palmer https://t.co/UakvMm4LPE",Economia blava,2,8
380,2021-10-29 12:18:30+00:00,Diaris,"El socialista Collboni mostra publicament el seu suport a l’Hermitage, però evita incloure’l en l’impuls a l’economia blava de l’Ajuntament de Barcelona, per @jordi_palmer https://t.co/Eyw0OLZCA9",Economia blava,1,2
381,2021-07-07 11:10:54+00:00,Diaris,"Vins que maduren sota el mar, una drassana de iots de superluxe que aposta per la sostenibilitat o la nova proposta al Port Olímpic de Barcelona. tres exemples de l'economia blava https://t.co/z93FUcpWA1 https://t.co/sdQaykKAv9",Economia blava,9,13
382,2021-06-06 12:10:00+00:00,Diaris,"L'economia blava reconeix la importància dels mars i oceans com a motor econòmic. Un sector en creixement, que té un gran potencial i que a Catalunya dona feina a unes 15.000 persones https://t.co/z93FUcpWA1",Economia blava,1,9
383,2021-06-05 20:45:00+00:00,Diaris,"Vins que maduren sota el mar, una drassana de iots de superluxe que aposta per la sostenibilitat o la nova proposta al Port Olímpic de Barcelona, tres exemples d'economia blava https://t.co/z93FUcpWA1",Economia blava,1,12
384,2021-06-05 16:50:00+00:00,Diaris,Economia blava: motor de la recuperació amb accent en la sostenibilitat marina https://t.co/z93FUcpWA1 https://t.co/L5W2PDgisc,Economia blava,6,8
385,2021-04-14 16:54:30+00:00,Diaris,L'Ajuntament i el Port acorden fer de Barcelona un referent en l'economia blava https://t.co/DaICjAh2F4,Economia blava,0,1
386,2020-01-30 11:49:12+00:00,Diaris,"Així és la Biblioteca de les Coses, una iniciativa pionera d’economia col·laborativa
 https://t.co/gSzN46WPLc",Economia col·laborativa,5,4
387,2019-11-28 10:54:31+00:00,Diaris,Pros i contres de l'economia col·laborativa https://t.co/DLzeLoqeOE,Economia col·laborativa,0,0
388,2018-12-05 17:05:00+00:00,Diaris,"🔊 Comprar joguines per Nadal ja no és imprescindible!  Descobrim les últimes tendències en economia col·laborativa, a @PopapCatradio
https://t.co/XYr7SD9L1x",Economia col·laborativa,2,1
389,2017-12-08 17:47:58+00:00,Diaris,"L'economia col·laborativa també funciona a les pistes d'esquí
https://t.co/W9PFcgOmeW https://t.co/VPUsBafdHe",Economia col·laborativa,15,31
390,2017-11-29 08:46:00+00:00,Diaris,L'economia col·laborativa també arriba al crèdit de consum https://t.co/0zUsPTkxR7 https://t.co/mQhEyPF1mq,Economia col·laborativa,5,4
391,2017-11-17 08:40:10+00:00,Diaris,La principal trobada del món de l’economia col·laborativa a Barcelona es centra en el debat sobre el futur del treball a les plataformes digitals https://t.co/QXMTFTGXzx,Economia col·laborativa,4,5
392,2017-08-02 07:20:08+00:00,Diaris,L’informe dels experts sobre l’economia col·laborativa avala el model de llar compartida d’Airbnb https://t.co/2WhYWVxifW,Economia col·laborativa,2,0
393,2017-07-08 06:50:05+00:00,Diaris,"L'expert diu que Uber i Airbnb ""no són economia col·laborativa"", no tenen ""res a veure amb el fet de compartir"" https://t.co/0jz5XEuOfK",Economia col·laborativa,44,38
394,2017-07-08 03:30:33+00:00,Diaris,Economia col·laborativa: llums i ombres. L'opinió de @laurapelay https://t.co/NyBjdPdDtV https://t.co/KHDG2Qx0hv,Economia col·laborativa,0,0
395,2017-03-06 18:54:44+00:00,Diaris,Competència creu que el Govern prioritza les grans empreses a l'economia col·laborativa https://t.co/igukHvb7LG https://t.co/Md7LTgffSP,Economia col·laborativa,0,1
396,2017-02-26 19:10:01+00:00,Diaris,"▶️L'economia col·laborativa, gegants econòmics que generen un fort debat sobre la competència deslleial https://t.co/JS2wn6IL7v https://t.co/0a51dytZ83",Economia col·laborativa,0,1
397,2017-02-26 15:15:00+00:00,Diaris,"▶️L'economia col·laborativa, gegants econòmics que generen un fort debat sobre la competència deslleial https://t.co/JS2wn70mw5 https://t.co/vuZSShmofG",Economia col·laborativa,3,0
398,2017-02-20 20:15:23+00:00,Diaris,"El ""car sharing"", un exemple d'economia col·laborativa. Un tastet del reportatge d'""Els Diners"" https://t.co/leatQq7BJ9 https://t.co/pLKaZoXsc6",Economia col·laborativa,3,0
399,2017-01-15 09:50:07+00:00,Diaris,El director general d’Uber al sud d’Europa: “Uber a Espanya no és economia col·laborativa” https://t.co/lclfVQiDTp,Economia col·laborativa,3,3
400,2016-08-27 07:40:12+00:00,Diaris,"Economia col·laborativa: fàcil per a l’usuari, difícil per al treballador https://t.co/0VmJbXRUXk",Economia col·laborativa,2,1
401,2016-06-22 16:34:06+00:00,Diaris,L'economia col·laborativa: oportunitat i repte per a Catalunya. Per @victorcostaor https://t.co/LofR8nNeNI https://t.co/xJoFVeDVd9,Economia col·laborativa,0,0
402,2016-06-04 16:17:27+00:00,Diaris,"🔊 Martí Sarrate demana regular l'economia col·laborativa com el servei de taxis Uber 🚕

https://t.co/Pz8eyCvb7z https://t.co/2wY1WMjf5K",Economia col·laborativa,0,0
403,2016-05-10 11:02:21+00:00,Diaris,🔊 Com es regularà l'economia col·laborativa? On comença l'intercanvi i on comença el negoci? https://t.co/Mf27q1Utsl https://t.co/rasWsZM5Zb,Economia col·laborativa,1,0
404,2016-04-02 08:10:09+00:00,Diaris,"L’economia col·laborativa, en mans de 13 experts https://t.co/NFak7Zqkxn",Economia col·laborativa,4,2
405,2016-03-11 17:55:22+00:00,Diaris,Un altre organisme oficial a favor de regularitzar l'economia col·laborativa (inclós Uber) https://t.co/LNhaBfwyOi https://t.co/P2jbKQbaJK,Economia col·laborativa,1,4
406,2016-03-03 22:08:38+00:00,Diaris,"'Economia col·laborativa: un acord difícil però necessari', article de @rociomsampere https://t.co/9T1Wh9l1gW",Economia col·laborativa,10,5
407,2016-02-29 06:00:08+00:00,Diaris,Esprint del Govern per regular l’economia col·laborativa https://t.co/TsnyUfJZKg https://t.co/7PO6eXGEoH,Economia col·laborativa,7,3
408,2016-02-28 22:56:47+00:00,Diaris,"""El Govern ultima una regulació per a l'economia col·laborativa"", portada de l'ARA https://t.co/Ys0LALxyV4 https://t.co/Wy2XpH2Gy2",Economia col·laborativa,8,10
409,2016-02-28 22:02:57+00:00,Diaris,"""El Govern ultima una regulació per a l'economia col·laborativa"": edició de les 23h https://t.co/9JOpK7CRkA https://t.co/OwHVMqk79Z",Economia col·laborativa,14,5
410,2016-01-03 09:00:09+00:00,Diaris,"Que el 2016 sigui l'any de l'economia col·laborativa. La carta als Reis d'@OscarPierremi, cofundador de @Glovoapp https://t.co/W1bqJXD934",Economia col·laborativa,1,3
411,2016-01-02 18:30:13+00:00,Diaris,"Que el 2016 sigui l'any de l'economia col·laborativa. La carta als Reis d'@OscarPierremi, cofundador de @Glovoapp https://t.co/W1bqJXD934",Economia col·laborativa,7,3
412,2014-12-21 08:15:10+00:00,Diaris,"'L’economia circular i col·laborativa combat el consumisme acrític', l'Editorial d'avui del @diariARA http://t.co/8G3tQmTP2T",Economia col·laborativa,3,2
413,2014-12-08 09:10:12+00:00,Diaris,Exclusiva @diariARA L’economia col·laborativa s’uneix per fer lobi http://t.co/zex85GIYoQ,Economia col·laborativa,4,1
414,2014-11-15 09:10:08+00:00,Diaris,L’economia col·laborativa aterra a l’Íbex-35 http://t.co/ydaaPpOpIT,Economia col·laborativa,1,0
415,2014-11-15 09:10:08+00:00,Diaris,L’economia col·laborativa aterra a l’Íbex-35 http://t.co/AZumAoOnvx,Economia col·laborativa,1,0
416,2014-09-17 07:10:18+00:00,Diaris,La CEOE acusa l’Estat de “deixadesa” davant l’economia col·laborativa http://t.co/TH9wQqnJE6,Economia col·laborativa,2,0
417,2014-07-13 06:10:15+00:00,Diaris,Líders en la lluita contra l’economia col·laborativa http://t.co/eQXlHq4N2u,Economia col·laborativa,2,4
418,2014-07-12 06:45:12+00:00,Diaris,"El debat sobre l’economia col·laborativa, la llei de seguretat ciutadana, l’entrevista a Albert Batlle i més, a l’ARA http://t.co/HJxslgZsHK",Economia col·laborativa,0,1
419,2014-07-11 18:40:09+00:00,Diaris,"Les clarors i ombres de l’economia col·laborativa, la nova llei de seguretat ciutadana i molts temes més, a l’ARA: http://t.co/HJxslgZsHK",Economia col·laborativa,2,0
420,2014-05-23 18:45:21+00:00,Diaris,"Les claus sobre les eleccions europees, l’economia col·laborativa, l’entrevista a Pascal Bruckner i molt més, a l’ARA http://t.co/NoqAvaKPOO",Economia col·laborativa,0,0
421,2022-12-19 04:30:34+00:00,Diaris,"Economia circular, quan el residu es transforma en recurs https://t.co/YYerzAeb5k",Economia circular,0,0
422,2022-12-05 07:13:00+00:00,Diaris,"Cerveseries, rellotgers i gelaters, petites empreses que s'apunten a l'economia circular 
https://t.co/BIh3Cj8kxP https://t.co/VTSZjCyKpL",Economia circular,5,23
423,2022-11-21 23:18:21+00:00,Diaris,"De manera molt transversal entre les empreses petites, mitjanes i grans, subratllen la importància de l'economia circular. https://t.co/ZWZd2ELzwL",Economia circular,2,1
424,2022-11-12 19:30:00+00:00,Diaris,"🔊 Caminar cap a un veritable desenvolupament sostenible amb l'economia circular: mobles de disseny fets amb plàstic reciclat
https://t.co/Is8OTgk0T6",Economia circular,0,3
425,2022-09-17 09:40:00+00:00,Diaris,"Geotèrmia, economia circular i bateries més eficients fetes a Catalunya, tres projectes que volen garantir l'autosuficiència energètica del país https://t.co/mUvG0bduRD",Economia circular,3,11
426,2022-09-14 06:38:30+00:00,Diaris,L'economia circular arriba als residus que generes. Sabies que els teus residus orgànics també es poden reaprofitar? https://t.co/WtDQVuQn3s,Economia circular,0,0
427,2022-05-17 11:00:02+00:00,Diaris,"🔊 Què en fas, de les joguines que ja no volen els fills? Un projecte d'economia circular les neteja, repara i lliura a infants vulnerables
https://t.co/3kEfT8ZXuI",Economia circular,1,1
428,2022-05-11 19:00:02+00:00,Diaris,"🔊 ""Volem recrear l'economia circular que vivíem fa 40 anys. Som la masia del segle XXI"". Josep Ametller, l'empresari que s'ha proposat tornar als orígens, s'estira a @eldivanCoppulo
https://t.co/1JMFtBQDB5",Economia circular,5,8
429,2022-04-17 05:30:00+00:00,Diaris,"📝 Economia circular: reconversió elèctrica de vehicles de combustió

https://t.co/1niHdbiQOZ",Economia circular,2,2
430,2022-04-01 14:01:00+00:00,Diaris,"Neix Foodback, un projecte d'economia circular de Mercabarna per evitar llençar fruita i verdura. Fa 6 anys, en aquest mercat majorista es malbarataven 9.400 tones de menjar, que s'han reduït fins a les 3.000 de l'any passat https://t.co/eiQGKp27AZ",Economia circular,4,15
431,2022-01-28 13:30:00+00:00,Diaris,"🔊 Maquinetes d'afaitar, bolígrafs o tubs de pasta de dents: productes amb una segona vida, tot i la dificultat del seu reciclatge. L'economia circular arriba a @MeteoMauri 
https://t.co/rh5kbf3A24",Economia circular,0,0
432,2021-08-23 06:45:40+00:00,Diaris,"La dissenyadora catalana @Juuliettesays reivindica l’economia circular tèxtil

Ho fa amb The Local Dreamer, un projecte creatiu amb què vol alçar la veu contra el canvi climàtic

Un reportatge de @laia_beltran

https://t.co/i390IivD2Y",Economia circular,1,8
433,2021-06-24 18:15:00+00:00,Diaris,"Càritas o Humana estan obrint més botigues i espais per vendre roba de segona mà, una iniciativa pionera que aposta per l'economia circular: més aprofitament i menys residus
https://t.co/p5NaytuzMd",Economia circular,11,54
434,2021-03-22 19:54:26+00:00,Diaris,El paquet es destinarà a projectes d'economia circular https://t.co/QSgWrgPYJo,Economia circular,2,5
435,2020-09-27 09:10:30+00:00,Diaris,Mercadona i la UPF creen una càtedra per potenciar l'economia circular https://t.co/GQWXmsQn6f,Economia circular,0,1
